Time,HR,RR,HRV
255.03958535194397,64,0
256.0362524986267,64,0
259.02785062789917,65,0
260.02542638778687,65,0
260.02981758117676,65,0
260.0335741043091,66,0
260.0355188846588,66,0
261.0236451625824,68,0
263.0178544521332,68,0
263.0215754508972,69,0
263.0248267650604,69,0
264.0155167579651,69,0
265.0134780406952,69,0
266.010995388031,69,0
267.0083923339844,68,0
268.00479006767273,68,0
268.0086922645569,68,0
269.00290060043335,68,0
270.0003356933594,68,0
270.9976794719696,68,0
271.99583864212036,68,0
272.00081157684326,68,0
272.99341344833374,68,0
273.99057722091675,68,0
