Time,HR,RR
79.9170548915863,70,"[769, 797]",0
81.54544734954834,70,"[769, 797]",104
82.5397937297821,71,[779],0
82.54875802993774,72,[817],10
83.5407030582428,72,[882],38
84.5375964641571,72,[844],65
85.53416752815247,72,[873],38
85.54089331626892,72,[873],29
86.5344557762146,71,[919],0
87.5268931388855,70,0
88.52306485176086,70,0
89.5222716331482,70,0
89.52769088745117,70,0
