Time,HR,RR,HRV
223.22489523887634,64,0
227.77549266815186,64,0
227.77941298484802,64,0
229.70317602157593,64,0
230.7013659477234,64,0
230.70670676231384,64,0
230.71225881576538,64,0
230.7149760723114,64,0
230.7186233997345,64,0
230.7215931415558,64,0
233.76004695892334,64,0
233.76461005210876,64,0
233.7680025100708,64,0
235.6878309249878,64,0
235.69197750091553,64,0
235.69587755203247,64,0
236.6846797466278,64,0
236.68888354301453,64,0
237.6808156967163,66,0
238.68288588523865,65,0
240.6752061843872,65,0
242.6706566810608,65,0
242.674866437912,67,0
242.67760133743286,67,0
