Time,HR,RR
87.80123162269592,66,[901],57
88.06824541091919,66,[901],38
89.15807580947876,66,[919],0
90.15318632125854,65,[976],18
91.14955759048462,65,[1080],57
92.15043687820435,65,[807],104
92.15889883041382,64,[854],0
93.1459653377533,64,[854],47
94.14501690864563,64,[939],0
95.14190101623535,64,[919],85
96.13777494430542,64,[948],20
96.14604043960571,64,"[911, 835]",29
97.13675212860107,64,[844],37
98.13539266586304,64,[844],67
99.1328022480011,64,[873],0
