Time,HR,RR
17.167970895767212,66,-1
18.934016466140747,66,-1
18.935861110687256,66,-1
19.931973695755005,66,-1
20.929239749908447,66,-1
21.926178693771362,65,-1
22.924443006515503,65,-1
22.925653219223022,65,-1
23.922028064727783,65,-1
24.91927170753479,65,-1
25.917346715927124,65,[995]
26.91433882713318,64,[882]
26.916009187698364,64,[1033]
27.91172480583191,64,[769]
28.90967345237732,64,[1220]
29.907147884368896,64,[1220]
30.904202222824097,64,[610]
30.905783653259277,64,[1061]
31.902625560760498,64,[807]
32.899776220321655,64,[958]
33.89679431915283,64,[891]
34.89509844779968,64,[891]
34.89705514907837,64,[995]
35.89247727394104,62,[797]
36.889967918395996,62,[1202]
37.88799715042114,63,[732]
38.88491988182068,63,-1
38.88712954521179,63,-1
39.882192611694336,63,-1
40.879536151885986,63,-1
41.8768835067749,63,-1
42.874287128448486,63,-1
42.87583255767822,63,-1
43.872989892959595,63,-1
44.87000632286072,63,-1
45.86691451072693,64,-1
46.863771200180054,64,-1
46.864461183547974,64,-1
47.86195778846741,64,-1
48.859986543655396,64,-1
49.85763072967529,64,-1
50.85476350784302,64,-1
50.8561646938324,64,-1
51.852537870407104,64,-1
52.84957766532898,64,-1
53.847434282302856,64,-1
54.844992876052856,64,-1
54.846376180648804,64,-1
55.84242343902588,65,-1
56.83996558189392,65,-1
57.8373384475708,65,-1
58.83469796180725,65,-1
58.8361439704895,65,-1
59.832616090774536,65,-1
60.82943868637085,65,-1
61.82710266113281,65,-1
62.82482385635376,65,-1
62.82658576965332,65,-1
63.822327852249146,65,-1
64.82002305984497,65,-1
65.81795716285706,65,-1
66.8148410320282,65,-1
66.81637263298035,64,[1033]
67.81274580955505,64,[1033]
68.81007933616638,64,-1
69.80779981613159,64,"[976, 789]"
70.80532813072205,63,[995]
70.80716848373413,63,[976]
71.80255341529846,63,[891]
72.80035853385925,63,[891]
73.7977466583252,63,[1070]
74.79525208473206,63,[742]
74.79666137695312,64,[469]
75.79168224334717,64,"[854, 610]"
76.79011368751526,65,[901]
77.78729581832886,65,[901]
78.7852075099945,66,[854]
78.78656435012817,66,[873]
79.78257751464844,66,[948]
80.78024220466614,66,[864]
81.77793979644775,66,[901]
82.77518606185913,66,[901]
82.77657198905945,66,[882]
83.77224278450012,66,[919]
84.77013278007507,66,[995]
85.76760506629944,66,[864]
86.76492857933044,66,[948]
86.76596260070801,66,[948]
87.76254343986511,65,[854]
88.76027059555054,65,[1023]
89.75749826431274,65,[797]
90.75541996955872,65,[864]
91.75251150131226,65,-1
91.75416660308838,65,-1
92.75033617019653,66,-1
93.74777269363403,66,-1
94.7454092502594,67,-1
95.7429563999176,68,-1
95.7443585395813,69,-1
96.74017524719238,69,-1
97.73724627494812,70,-1
98.7351701259613,71,-1
99.73272347450256,72,-1
99.73430180549622,72,-1
100.73009777069092,73,-1
101.72807216644287,73,-1
102.72564721107483,75,-1
103.723224401474,75,-1
103.7247576713562,75,-1
104.72024393081665,75,-1
105.7177107334137,75,-1
106.71534419059753,75,-1
107.71307325363159,76,-1
107.71459984779358,76,-1
108.7102518081665,78,-1
109.70822763442993,78,-1
110.70553159713745,78,-1
112.70075058937073,78,-1
112.7025797367096,79,-1
112.70370531082153,79,-1
113.69809985160828,79,-1
114.69532561302185,77,-1
115.69315266609192,77,-1
115.6943793296814,77,-1
116.69069576263428,77,-1
117.68808078765869,77,-1
118.68566226959229,77,-1
120.6808705329895,77,-1
120.68224692344666,77,-1
120.6831407546997,77,-1
121.6777651309967,77,-1
122.67543053627014,77,-1
