Time,HR,RR,HRV
70.16519665718079,100,0
70.78752398490906,99,[641],0
71.21138787269592,98,[678],0
71.83152174949646,98,[727],37
72.25167608261108,98,0
72.68158459663391,98,[768],0
73.29952716827393,98,[788],0
73.70863938331604,98,0
74.34582114219666,98,[789],0
74.7626085281372,96,[758],0
75.17442059516907,96,0
75.80034375190735,95,[738],0
76.22244048118591,94,[704],0
76.84016513824463,94,0
77.26766657829285,93,[675],0
77.6763379573822,93,[646],0
78.30780506134033,94,[642],29
78.72083878517151,94,[643],4
79.35729551315308,94,0
79.76582431793213,94,[654],0
80.19051480293274,93,[695],0
80.80848693847656,93,[782],41
81.23264813423157,93,0
81.85422849655151,93,[877],0
82.27309584617615,93,0
82.68701219558716,93,[851],0
83.31724071502686,93,0
83.73019814491272,93,[863],0
84.36581897735596,93,[846],0
84.77265286445618,93,0
85.20079731941223,93,[822],0
85.81771445274353,93,[772],0
86.23938035964966,93,0
86.65484023094177,92,[713],0
87.28772854804993,91,[715],0
87.69619798660278,91,[699],2
88.3280017375946,91,0
88.75459170341492,90,[700],0
89.16549253463745,90,[717],0
89.78306651115417,90,0
90.21115279197693,89,[696],0
90.82771420478821,89,[720],0
91.2486789226532,88,[724],24
91.66161704063416,88,0
92.29142260551453,87,[752],0
92.71164345741272,87,0
93.33954453468323,87,[851],0
93.75734233856201,87,[884],0
94.17091274261475,87,0
94.79519844055176,87,[937],0
95.21229434013367,87,0
95.83848237991333,87,[898],0
96.2585461139679,87,0
96.67435598373413,87,[878],0
97.3062059879303,87,[834],0
97.71565580368042,87,0
98.35017347335815,86,[785],0
98.76076030731201,85,[823],0
99.17677903175354,85,0
99.8082206249237,84,[769],0
100.22661471366882,84,[752],0
100.8466579914093,84,0
101.27308869361877,84,[730],0
101.68334436416626,84,[722],0
102.31257486343384,84,0
102.72824120521545,83,[778],0
103.36259198188782,83,[866],0
103.76907920837402,83,0
104.1970751285553,83,[943],0
104.81373262405396,83,0
105.2405652999878,83,[993],0
105.64788055419922,83,0
106.284259557724,83,[914],0
106.6916937828064,83,0
107.32675576210022,83,[936],0
107.73575735092163,83,0
108.1546266078949,83,[939],0
108.78032445907593,83,[909],0
109.20070838928223,83,0
109.82546544075012,81,[876],0
110.24594712257385,81,0
110.65944981575012,80,[864],0
111.29477453231812,80,[778],0
111.70165419578552,80,0
112.33681154251099,79,[816],0
112.74555826187134,79,0
113.16586446762085,78,[855],0
113.79105067253113,77,[912],0
114.21254062652588,77,0
114.83538937568665,75,[952],0
115.25594878196716,75,0
115.67132425308228,73,[1012],0
116.3045973777771,73,0
116.71532154083252,73,[908],0
117.34386086463928,73,0
117.75692105293274,72,[849],0
118.18101072311401,72,[889],0
118.7995195388794,72,0
119.22707891464233,71,[974],0
119.84336757659912,71,0
120.27195167541504,70,[988],0
120.67836380004883,70,0
121.3061842918396,69,[945],0
121.72414326667786,69,0
122.35869979858398,68,[971],0
122.76904463768005,68,0
123.19404125213623,68,[908],0
123.80950403213501,68,0
124.23809790611267,68,[972],0
124.85311460494995,68,0
125.28144907951355,66,[1063],0
125.69468140602112,66,[827],0
126.32119393348694,66,0
126.73429441452026,67,[824],0
127.15060448646545,69,[784],0
127.77675032615662,69,0
128.20237183570862,69,"[687, 35]",0
128.82130527496338,71,"[422, 302]",0
129.24261236190796,71,0
129.65783596038818,73,[698],0
130.29215574264526,75,"[679, 220]",0
130.70158410072327,77,[447],19
131.33372688293457,79,[651],232
131.7431058883667,79,0
132.16154980659485,81,[653],0
132.79315614700317,82,[664],0
133.42162036895752,84,[651],11
133.82982206344604,84,0
134.25785303115845,85,[647],0
134.66684865951538,86,[641],0
135.30049872398376,88,[630],6
135.71185946464539,89,[617],11
136.3438651561737,90,[610],13
136.75367784500122,90,0
137.17167329788208,92,[602],0
137.79873895645142,93,[608],0
138.2247920036316,94,[613],6
138.8432548046112,95,[616],5
139.26828265190125,95,[621],3
139.6756887435913,95,0
140.3109736442566,95,[620],0
140.72079348564148,96,[619],0
141.35575985908508,96,[619],1
141.764169216156,96,[642],0
142.18142008781433,96,0
142.815265417099,96,[659],0
143.2273633480072,95,[674],0
143.85295033454895,95,[725],15
144.2695116996765,95,0
144.68602919578552,95,[841],0
145.31349730491638,95,0
145.73223042488098,95,[1148],0
146.14588737487793,95,0
146.77565693855286,95,[871],0
147.18984937667847,95,0
147.8181390762329,95,[840],0
148.2389235496521,95,[849],0
148.65094327926636,95,0
149.2803659439087,95,[862],0
149.69577074050903,95,0
150.3227515220642,95,[848],0
150.7421419620514,95,[958],0
151.16064476966858,95,0
151.7840073108673,95,[992],0
152.20466208457947,95,0
152.8289909362793,95,[957],0
153.2488112449646,95,0
153.66519832611084,95,[991],0
154.29280996322632,95,0
154.70814990997314,95,[1001],0
155.3360617160797,95,0
155.75017929077148,95,[951],0
156.1708538532257,95,0
156.79762077331543,94,[941],0
157.21458625793457,94,0
157.84447741508484,93,[915],0
158.26510858535767,92,[939],0
158.6722502708435,92,0
159.307772397995,91,[946],0
159.71534824371338,91,0
160.34348464012146,90,[984],0
160.75878977775574,90,0
161.17888832092285,89,[1003],0
161.8044924736023,89,0
162.22114634513855,88,[904],0
162.84706139564514,88,0
163.27321934700012,88,[910],0
163.68258118629456,88,0
164.30962538719177,87,[983],0
164.7304208278656,86,[926],0
165.355233669281,86,0
165.7701334953308,86,[986],0
166.19022130966187,86,0
166.81470227241516,85,[954],0
167.22985315322876,85,0
167.65085649490356,84,[913],0
168.27825093269348,84,0
168.70151352882385,84,[987],0
169.3228440284729,84,0
169.73628878593445,83,[901],0
170.15440225601196,83,[901],0
170.7787322998047,83,0
171.20638942718506,82,[946],0
171.82242941856384,82,0
172.24519968032837,82,[961],0
172.65747904777527,82,0
173.28574633598328,81,[907],0
173.70351696014404,81,0
174.32900738716125,80,[967],0
174.74694299697876,80,0
175.16464352607727,80,[1003],0
175.79126358032227,80,0
176.21231842041016,80,[883],0
176.83558654785156,79,[834],0
177.25401091575623,79,0
177.67165613174438,79,[782],0
178.29929184913635,79,[854],0
178.7131929397583,79,0
179.3427448272705,79,[939],0
179.7605288028717,79,0
180.1932818889618,78,[882],0
180.80492639541626,78,0
181.23227405548096,78,[900],0
181.86300659179688,78,[890],0
182.26115536689758,78,0
182.69208407402039,78,[827],0
183.30847454071045,78,0
183.7227852344513,77,[870],0
184.34934043884277,77,0
184.76690769195557,77,[913],0
185.1845452785492,76,[890],0
185.8116648197174,76,0
186.23039889335632,75,[910],0
186.85308384895325,75,0
187.27236771583557,74,[951],0
187.6926724910736,74,0
188.33287358283997,73,[916],0
188.73665642738342,73,0
189.15860414505005,71,[969],0
189.7851505279541,71,[949],0
190.20125651359558,71,0
190.8277451992035,69,[990],0
191.24053835868835,69,0
191.66240310668945,68,[1010],0
192.2848584651947,68,0
192.70722365379333,67,[1014],0
193.3285837173462,67,0
193.75122547149658,67,[944],0
194.16519856452942,67,0
194.7866725921631,67,[841],0
195.20855474472046,67,0
195.8431625366211,67,[911],0
196.25665473937988,67,[882],0
196.66627645492554,67,0
197.30088710784912,67,[996],0
197.71278476715088,67,0
198.34439373016357,66,[1019],0
198.75653624534607,66,0
199.17946362495422,65,[1000],0
199.80045580863953,65,0
200.2295835018158,64,[1044],0
200.84448218345642,64,0
201.2639856338501,63,[1062],0
201.67652416229248,63,0
202.30752229690552,63,[983],0
202.71924710273743,63,0
203.3566358089447,63,[977],0
203.76318955421448,63,0
204.19410753250122,63,[956],0
204.80580592155457,63,0
205.22456431388855,63,[1003],0
205.84969472885132,63,0
206.2910976409912,63,[1000],0
206.68412518501282,63,0
207.32762002944946,63,[971],0
207.73559284210205,63,0
208.15817880630493,62,[1021],0
208.7740650177002,62,0
209.1931347846985,62,[1038],0
209.82269096374512,62,0
210.24740982055664,62,[997],0
210.65774774551392,62,0
211.2943902015686,62,[935],0
211.70614337921143,63,[934],0
212.32737350463867,63,0
212.74639201164246,64,[863],0
213.16191053390503,64,0
213.7867453098297,63,[970],0
214.20402431488037,63,0
214.83627820014954,63,[1048],0
215.24867177009583,63,0
215.67284417152405,63,[911],0
216.29779839515686,63,0
216.71504426002502,64,[884],0
217.34518456459045,65,[834],0
217.7546374797821,65,0
218.17800450325012,66,[861],0
218.7973415851593,66,0
219.22176551818848,67,[851],0
219.84859442710876,66,[934],0
220.26285457611084,66,0
220.68761110305786,66,[940],0
221.30670428276062,66,0
221.7331850528717,67,[822],0
222.3510501384735,67,[742],0
222.76370000839233,67,0
223.18981218338013,69,[733],0
223.81523299217224,71,[743],0
224.22678065299988,71,0
224.85864186286926,72,[763],0
225.27529382705688,72,[847],0
225.68081068992615,72,0
226.31609344482422,72,[918],0
226.72926592826843,72,0
227.35282588005066,71,[914],0
227.7712745666504,71,0
228.194082736969,71,[910],0
228.81382966041565,71,[891],0
229.23351979255676,71,0
229.65627574920654,71,[862],0
230.2763466835022,71,0
230.70993542671204,70,[874],0
231.31989240646362,70,0
231.7449278831482,70,[884],0
232.1610472202301,70,[867],0
232.77851796150208,70,0
233.20585346221924,70,[910],0
233.82669019699097,70,0
234.2415430545807,69,[931],0
234.66098880767822,69,0
235.29274368286133,69,[916],0
235.71390986442566,68,[979],0
236.3290786743164,68,0
236.75690174102783,67,[994],0
237.16610455513,67,0
237.79043698310852,67,[943],0
238.2106237411499,67,0
238.83375716209412,66,[998],0
239.25393533706665,66,0
239.67636728286743,66,[984],0
240.2977774143219,66,0
240.7206745147705,65,[969],0
241.34441804885864,65,0
241.76420044898987,65,[983],0
242.17656207084656,65,0
242.80745673179626,65,[929],0
243.2167649269104,65,0
243.8519902229309,65,[994],0
244.26374197006226,65,0
244.68313193321228,64,[979],0
245.31273102760315,65,[930],0
245.72500562667847,65,0
246.35946345329285,64,[975],0
246.76519751548767,64,0
247.19661045074463,64,[968],0
247.81237888336182,64,0
248.2281517982483,64,[935],0
248.8586139678955,64,0
249.27469563484192,64,[991],0
249.69206047058105,64,0
250.32240796089172,64,[982],0
250.73537468910217,64,0
251.15019154548645,64,[956],0
251.78000211715698,64,0
252.19682717323303,63,[987],0
252.82912349700928,64,[886],0
253.2397894859314,64,0
253.66620421409607,64,[937],0
254.28447151184082,64,0
254.6992325782776,64,[983],0
255.32898950576782,64,0
255.75168347358704,64,[950],0
256.1633138656616,64,0
256.78743267059326,64,[936],0
257.2075071334839,64,0
257.8386232852936,64,[942],0
258.25597977638245,65,[878],0
258.6682024002075,65,0
259.29382371902466,65,[941],0
259.7148792743683,65,0
260.34224462509155,65,[990],0
260.75526237487793,65,0
261.1788399219513,65,[941],0
261.7990937232971,65,0
262.21767950057983,64,[974],0
262.8439681529999,64,0
263.26022481918335,64,[1043],0
263.67864656448364,64,0
264.3099229335785,64,[946],0
264.7208585739136,64,0
265.35237646102905,63,[985],0
265.76715755462646,63,0
266.18504524230957,63,[1002],0
266.81128096580505,64,[914],0
267.234073638916,64,0
267.85821056365967,63,[972],0
268.27057576179504,63,0
268.68695878982544,63,[1014],0
269.31431126594543,63,0
269.7369296550751,63,[954],0
270.15009593963623,63,0
270.7765603065491,63,[1001],0
271.1934027671814,63,0
271.8169994354248,63,[1012],0
272.23679876327515,63,0
272.6677396297455,63,[926],0
273.2811110019684,63,0
273.70710015296936,63,[988],0
274.3252716064453,63,0
274.7421336174011,63,[999],0
275.1554217338562,63,0
275.7838063240051,63,[910],0
276.20135855674744,63,0
276.8339464664459,63,[961],0
277.2525408267975,63,[959],0
277.6644592285156,63,0
278.2975490093231,64,[892],0
278.7072958946228,64,0
279.3343343734741,64,[962],0
279.7526617050171,64,0
280.1751368045807,63,[989],0
280.7965819835663,63,0
281.21169352531433,64,[944],0
281.83780694007874,64,0
282.26740622520447,64,[936],0
282.679594039917,64,[960],0
283.301367521286,64,0
283.7255985736847,64,[956],0
284.34452533721924,64,0
284.76294589042664,64,[959],0
285.1834571361542,64,0
285.81062960624695,64,[961],0
286.22202467918396,64,0
286.85617685317993,64,[899],0
287.2712378501892,64,0
287.6902322769165,64,[944],0
288.3115940093994,64,0
288.73599338531494,64,[946],0
289.36153197288513,65,[877],0
289.76846718788147,65,0
290.19030499458313,65,[942],0
290.81707549095154,65,0
291.23599553108215,65,[988],0
291.64793038368225,65,0
292.27657103538513,65,[887],0
292.6956481933594,65,0
293.32020568847656,66,[903],0
293.74548149108887,66,[859],0
294.1541085243225,66,0
294.7888445854187,68,[789],0
295.205317735672,68,[827],0
295.82636761665344,68,0
296.250470161438,69,[869],0
296.65690565109253,69,0
297.29412508010864,68,[919],0
297.70569372177124,68,0
298.33164143562317,68,[927],0
298.75622606277466,68,[852],0
299.1678259372711,68,0
299.7940499782562,69,[840],0
300.20843172073364,69,0
300.851979970932,70,[803],0
301.2610011100769,71,[774],0
301.6709418296814,71,0
302.3004002571106,71,[835],0
302.72031235694885,71,[914],0
303.3420133590698,71,0
303.7662672996521,70,[940],0
304.17687582969666,70,0
304.8078625202179,70,[924],0
305.2202799320221,70,0
305.8505947589874,69,[959],0
306.2652041912079,69,0
306.6865727901459,69,[899],0
307.3073744773865,69,0
307.7233536243439,68,[928],0
308.3581438064575,68,[944],0
308.76670956611633,68,0
309.1917190551758,68,[871],0
309.8092176914215,68,0
310.2347741127014,68,[931],0
310.8523635864258,68,0
311.2789695262909,67,[965],0
311.6918296813965,67,0
312.3252387046814,67,[906],0
312.7360248565674,67,0
313.1595296859741,66,[993],0
313.78452348709106,66,[1000],0
314.1944811344147,66,0
314.8280305862427,66,[948],0
315.24136090278625,66,0
315.6629183292389,65,[993],0
316.2796392440796,65,0
316.7069447040558,65,[957],0
317.3282427787781,65,0
317.75151801109314,65,[919],0
318.1624069213867,65,0
318.79599475860596,65,[908],0
319.21462988853455,66,[850],0
319.8330388069153,66,0
320.2478051185608,67,[816],0
320.66341042518616,67,0
321.2951924800873,67,[884],0
321.7113344669342,67,0
322.34344005584717,67,[956],0
322.7628779411316,67,[933],0
323.16945576667786,67,0
323.797399520874,66,[952],0
324.4265422821045,66,0
324.8498799800873,66,[951],0
325.25851035118103,66,0
325.68472051620483,66,[930],0
326.30295062065125,66,0
326.73598408699036,66,[899],0
327.35479736328125,66,[927],0
327.76629757881165,66,0
328.1870000362396,66,[949],0
328.80982756614685,66,0
329.2333981990814,67,[882],0
329.8528673648834,67,0
330.2757296562195,67,[917],0
330.68645334243774,67,0
331.319215297699,67,[903],0
331.7372398376465,67,[877],0
332.1487936973572,67,0
332.7806680202484,67,[884],0
333.1889159679413,67,0
333.8251459598541,67,[954],0
334.2365086078644,67,0
334.65957379341125,66,[975],0
335.279771566391,66,0
335.7032313346863,67,[908],0
336.3280825614929,66,[945],0
336.7428517341614,66,0
337.1690878868103,66,[946],0
337.7857618331909,66,0
338.21040177345276,66,[900],0
338.8306305408478,66,0
339.25678849220276,66,[908],0
339.66712760925293,66,0
340.3040602207184,66,[930],0
340.7060315608978,66,[919],0
341.33608627319336,66,0
341.75244641304016,67,[825],0
342.1730511188507,67,0
342.79401540756226,68,[832],0
343.2206175327301,68,[874],0
343.83629035949707,68,0
344.269992351532,68,[897],0
344.67659735679626,68,0
345.29848194122314,69,[820],0
345.7278745174408,70,[848],0
346.3468689918518,70,0
346.77101039886475,70,[860],0
347.1810374259949,70,0
347.8159306049347,70,[886],0
348.2310426235199,70,[830],0
348.8510117530823,70,0
349.2788951396942,71,[763],0
349.69392013549805,73,[735],0
350.3147301673889,73,0
350.73864483833313,74,[711],0
351.36592292785645,76,[691],0
351.7853789329529,78,[686],20
352.1921706199646,78,0
352.82640409469604,79,[696],0
353.2434072494507,80,[722],0
353.6534061431885,80,0
354.29360795021057,80,[734],0
354.7093987464905,80,[761],0
355.3241844177246,80,0
355.74843192100525,80,[767],0
356.1672043800354,80,[776],0
356.7836003303528,80,0
357.2111575603485,80,[778],0
357.83880734443665,80,[784],0
358.2466735839844,80,0
358.6714687347412,79,[785],0
359.3005750179291,79,[799],0
359.7074193954468,79,0
360.3499655723572,79,[776],0
360.75815200805664,79,[771],0
361.1677875518799,79,0
361.80419158935547,79,[790],0
362.2200970649719,78,[859],0
362.83957171440125,78,0
363.26418709754944,77,[885],0
363.6719260215759,77,0
364.3102295398712,75,[952],0
364.71623158454895,75,0
365.3557159900665,75,[1006],0
365.7609302997589,75,0
366.1856825351715,73,[982],0
366.8047549724579,73,0
367.230411529541,72,[974],0
367.84761810302734,72,0
368.2741913795471,71,[978],0
368.68267130851746,71,0
369.3219995498657,70,[969],0
369.734881401062,69,[936],0
370.3571615219116,69,0
370.7797429561615,69,[905],0
371.18849205970764,69,0
371.8692452907562,69,[875],0
372.2327632904053,69,0
372.86670660972595,69,[861],0
373.2863185405731,70,[829],0
373.69338941574097,70,0
374.33207178115845,70,[835],0
374.73635935783386,70,0
375.16235852241516,70,[872],0
375.79178047180176,70,[891],0
376.1992173194885,70,0
376.83561396598816,70,[906],0
377.2439754009247,70,0
377.66840863227844,69,[923],0
378.28878831863403,69,0
378.71171474456787,69,[884],0
379.3407692909241,69,[903],0
379.74656414985657,69,0
380.1713080406189,69,[917],0
380.7931671142578,69,0
381.21460604667664,69,[887],0
381.83619570732117,69,0
382.2591042518616,69,[897],0
382.67787981033325,69,[901],0
383.29567193984985,69,0
383.72213673591614,68,[919],0
384.33978390693665,68,0
384.76747250556946,68,[911],0
385.16924262046814,68,0
385.8132588863373,68,[864],0
386.2161958217621,69,[865],0
386.84504413604736,69,0
387.2599720954895,69,[823],0
387.68013048171997,71,[768],0
388.31173276901245,71,0
388.7315583229065,72,[729],0
389.3523950576782,74,[733],0
389.7658257484436,74,0
390.1806261539459,74,[808],0
390.80888986587524,74,0
391.22904753685,74,[817],0
391.8508126735687,74,[912],0
392.26719665527344,74,0
392.7094569206238,73,[935],0
393.31202697753906,73,0
393.72936630249023,73,[866],0
394.15325355529785,73,0
394.78374123573303,72,[916],0
395.19582080841064,71,[928],0
395.81971740722656,71,0
396.2441909313202,71,[868],0
396.6497609615326,71,0
397.2871108055115,71,[894],0
397.69790482521057,71,0
398.33371782302856,70,[915],0
398.7510266304016,70,[933],0
399.15608525276184,70,0
399.79361271858215,69,[919],0
400.2012984752655,69,0
400.826758146286,68,[952],0
401.2470591068268,68,0
401.6620213985443,68,[925],0
402.2919805049896,68,0
402.7170112133026,68,[933],0
403.33370900154114,68,0
403.7494606971741,67,[954],0
404.172890663147,68,[889],0
404.7935354709625,68,0
405.21918201446533,67,[940],0
405.8397135734558,67,0
406.2631731033325,67,[977],0
406.67380237579346,67,0
407.30692648887634,66,[938],0
407.7181730270386,66,0
408.35047698020935,66,[981],0
408.7622547149658,66,0
409.1870102882385,66,[936],0
409.8067307472229,66,0
410.23507809638977,65,[959],0
410.8594274520874,65,[972],0
411.2690451145172,65,0
411.6936717033386,65,[1018],0
412.31138801574707,65,0
412.7369828224182,65,[943],0
413.3558614253998,65,0
413.78210496902466,64,[984],0
414.1856679916382,64,0
415.039187669754,64,[971],0
415.2292106151581,64,0
415.6622188091278,64,[973],0
416.2778720855713,64,0
416.70246934890747,64,[986],0
417.32103633880615,64,0
417.7471706867218,64,[911],0
418.1597111225128,64,0
418.7905898094177,64,[945],0
419.19953966140747,64,[945],0
419.82626080513,64,0
420.24301624298096,65,[888],0
420.66072273254395,65,0
421.2945148944855,65,[886],0
421.7046477794647,65,0
422.33733582496643,66,[912],0
422.7503352165222,66,[916],0
423.1657130718231,66,0
423.79000186920166,66,[887],0
424.2063059806824,66,0
424.84333086013794,66,[920],0
425.2519326210022,66,0
425.6764988899231,66,[893],0
426.29487133026123,67,[898],0
426.7174263000488,67,0
427.3477478027344,67,[885],0
427.7541139125824,67,0
428.1922781467438,68,[836],0
428.80218291282654,68,0
429.2177560329437,68,[877],0
429.85507893562317,68,[895],0
430.25882744789124,68,0
430.68064188957214,68,[875],0
431.3072657585144,68,0
431.7306158542633,68,[929],0
432.34648990631104,68,0
432.7752366065979,68,[919],0
433.1941885948181,68,[893],0
433.81203055381775,68,0
434.23655891418457,67,[942],0
434.6429252624512,67,0
435.278169631958,67,[930],0
435.69078063964844,67,0
436.3240361213684,67,[884],0
436.7473747730255,68,[889],0
437.15232849121094,68,0
437.7758321762085,68,[846],0
438.19616198539734,68,0
438.82486367225647,68,[874],0
439.2403087615967,68,0
439.66566038131714,68,[921],0
440.2835373878479,68,0
440.7094416618347,68,[971],0
441.34325098991394,67,[951],0
441.7461426258087,67,0
442.18059849739075,67,[931],0
442.7901554107666,67,0
443.21572184562683,67,[890],0
443.8348982334137,67,0
444.2605528831482,68,[822],0
444.67778873443604,69,[813],0
445.2955470085144,69,0
445.72250962257385,70,[788],0
446.3595139980316,71,[792],0
446.75641322135925,71,0
447.39941596984863,71,[816],0
447.8089802265167,71,[838],0
448.217661857605,71,0
448.8540117740631,72,[846],0
449.26314067840576,72,0
449.697966337204,71,[903],0
450.30551838874817,71,0
450.73217368125916,70,[941],0
451.35408544540405,70,0
451.78171277046204,69,[962],0
452.195818901062,69,[953],0
452.81185603141785,69,0
453.2399923801422,69,[883],0
453.85407066345215,69,0
454.282089471817,69,[890],0
454.6843464374542,69,0
455.3256256580353,69,[893],0
455.74498105049133,69,[879],0
456.1504282951355,69,0
456.7859539985657,69,[881],0
457.1966989040375,69,0
457.8326098918915,69,[883],0
458.24016976356506,69,0
458.66505885124207,69,[894],0
459.2925114631653,68,[901],0
459.70013189315796,68,0
460.3370909690857,69,[889],0
460.7435395717621,69,0
461.1704227924347,69,[845],0
461.79737877845764,69,[848],0
462.2043573856354,69,0
462.84006333351135,69,[873],0
463.24874997138977,69,0
463.6797122955322,69,[894],0
464.302209854126,70,[830],0
464.7102370262146,70,0
465.35146498680115,70,[844],0
465.7532093524933,70,0
466.1807074546814,70,[855],0
466.81753516197205,70,[867],0
467.21558117866516,70,0
467.85197854042053,70,[877],0
468.2584750652313,70,0
468.6908495426178,70,[883],0
469.30491828918457,70,0
469.7304940223694,70,[883],0
470.35716366767883,70,[870],0
470.7638647556305,70,0
471.1911633014679,70,[831],0
471.81658840179443,70,[761],0
472.22629380226135,70,0
472.8608148097992,71,[781],0
473.27941942214966,72,[804],0
473.68743324279785,72,0
474.32204389572144,73,[785],0
474.73386311531067,73,0
475.3661847114563,73,[846],0
475.7836515903473,73,[919],0
476.18610525131226,73,0
476.8293583393097,73,[990],0
477.231036901474,73,0
477.6627345085144,71,[978],0
478.27284932136536,71,0
478.7068045139313,70,[960],0
479.31954193115234,70,0
479.7505793571472,70,[885],0
480.1573164463043,70,0
480.7928330898285,70,[931],0
481.20198822021484,70,0
481.84023785591125,69,[951],0
482.2561230659485,68,[941],0
482.6627984046936,68,0
483.29807901382446,68,[892],0
483.70576548576355,68,0
484.348427772522,68,[931],0
484.75040793418884,68,0
485.17946004867554,68,[897],0
485.7941997051239,68,0
486.2207329273224,68,[908],0
486.8503351211548,68,[910],0
487.2555818557739,68,0
487.68173694610596,68,[905],0
488.3004741668701,68,0
488.72865629196167,68,[881],0
489.33673453330994,68,0
489.7705750465393,68,[925],0
490.1890163421631,67,[920],0
490.8034291267395,67,0
491.2322690486908,68,[872],0
491.84871673583984,68,0
492.2750737667084,68,[893],0
492.68342185020447,68,0
493.3185441493988,68,[893],0
493.73758482933044,68,[909],0
494.3540050983429,68,0
494.78200364112854,68,[874],0
495.1874644756317,68,0
495.82480359077454,68,[916],0
496.2336230278015,68,0
496.65791749954224,68,[916],0
497.2919430732727,67,[931],0
497.69215059280396,67,0
498.32618379592896,68,[854],0
498.73565649986267,68,0
499.1616880893707,68,[875],0
499.7881739139557,69,[820],0
500.1964612007141,69,0
500.8313157558441,69,[879],0
501.2403438091278,69,0
501.66864585876465,68,[906],0
502.28517055511475,68,0
502.71085596084595,69,[885],0
503.33798933029175,68,[926],0
503.74704909324646,68,0
504.16249418258667,68,[895],0
504.7906446456909,68,0
505.20627450942993,68,[893],0
505.8343548774719,68,0
506.248961687088,68,[880],0
506.6812381744385,69,[824],0
507.28906512260437,69,0
507.7257671356201,70,[777],0
508.33526134490967,72,[741],0
508.76153111457825,72,0
509.1877751350403,73,[735],0
509.808385848999,75,[729],0
510.2297866344452,76,[709],6
510.84365725517273,76,0
511.2723970413208,77,[707],0
511.69223952293396,79,[691],0
512.3085916042328,79,0
512.7348935604095,79,[711],0
513.3595123291016,80,[715],0
513.7777450084686,80,[751],4
514.1868546009064,80,0
514.8202433586121,80,[770],0
515.2280752658844,80,0
515.8640258312225,80,[809],0
516.2845239639282,79,[785],0
516.683925151825,79,0
517.3255381584167,79,[803],0
517.7434802055359,78,[815],0
518.1526136398315,78,0
518.7874252796173,78,[825],0
