Time,HR,RR,HRV
16.446874141693115,68,0
18.028262615203857,67,0
19.031108140945435,67,0
19.03880763053894,67,0
20.03145170211792,68,0
21.024369478225708,68,0
22.024168491363525,68,0
22.032296419143677,67,0
25.07365870475769,67,0
25.076332807540894,67,0
25.078675746917725,67,0
26.00769352912903,67,0
26.00980854034424,67,0
27.00997829437256,68,0
28.003857851028442,67,0
29.00586771965027,67,0
30.00250554084778,67,0
30.008857488632202,67,0
30.997907876968384,67,0
31.996360301971436,67,0
32.99495077133179,67,0
33.99240255355835,66,0
33.99885272979736,65,0
35.98709177970886,64,0
35.99317240715027,64,0
36.98093581199646,63,0
37.9788031578064,63,0
37.98181939125061,62,0
38.97934365272522,61,0
39.97671437263489,61,0
40.97453165054321,61,0
41.972747802734375,61,0
41.97933864593506,61,0
43.96515250205994,61,0
43.97122263908386,61,0
44.964487075805664,61,0
45.961801528930664,61,0
45.967756271362305,61,0
46.95924711227417,61,0
48.95466208457947,62,0
48.96082615852356,62,0
49.95139479637146,63,0
49.95676589012146,63,0
50.94967579841614,63,0
51.946637868881226,63,0
52.94086670875549,63,0
53.9415180683136,63,0
53.94721055030823,63,0
54.938934087753296,63,0
55.93695306777954,63,0
56.931965827941895,63,0
57.928603172302246,63,0
57.93075442314148,64,0
58.92636227607727,64,0
59.92621946334839,64,0
61.919761419296265,64,0
61.92303991317749,65,0
61.92613697052002,65,0
62.917086362838745,65,0
63.91404628753662,65,0
64.91379308700562,65,0
65.91145467758179,64,0
65.91356492042542,64,0
66.9093656539917,64,0
67.90353107452393,64,0
68.90413928031921,64,0
70.8991949558258,64,0
70.90430331230164,64,0
70.90959000587463,64,0
71.89322066307068,64,0
72.89498090744019,64,0
73.89405560493469,64,0
74.88896441459656,64,0
74.89486885070801,64,0
75.8872082233429,63,0
76.8856554031372,63,0
77.8822135925293,63,0
78.87894535064697,63,0
78.88453102111816,63,0
79.87680983543396,62,0
80.87487435340881,62,0
81.87227177619934,62,0
82.87055277824402,62,0
82.87639904022217,62,0
83.86752939224243,62,0
84.86450219154358,62,0
85.86006879806519,63,[864],0
86.85822200775146,63,[948],0
86.86260724067688,62,[1286],84
87.86381840705872,62,[1286],0
88.8510890007019,61,0
89.85008764266968,60,[1737],0
90.85070824623108,59,[573],0
90.85483980178833,60,[901],0
92.8458309173584,60,0
92.85224056243896,60,0
93.84282779693604,60,0
94.83669638633728,60,0
94.8396782875061,61,0
95.83774399757385,62,0
96.83621191978455,62,0
97.83268022537231,62,0
98.82722234725952,62,0
98.83114576339722,62,0
99.8252956867218,62,0
100.82885527610779,64,0
101.81967616081238,64,0
102.82083487510681,64,0
102.82674288749695,63,0
103.81798648834229,63,0
104.81634473800659,63,0
106.8106632232666,63,0
106.8164381980896,63,0
106.82267475128174,63,0
107.8091995716095,63,0
108.80545115470886,63,0
109.79998445510864,63,0
110.79633045196533,63,0
110.79830980300903,63,0
111.79719090461731,63,0
112.79121685028076,63,0
113.79546332359314,63,0
114.78989720344543,63,0
114.79558372497559,63,0
115.78744506835938,63,0
116.78301763534546,63,0
117.78266739845276,63,0
118.7805380821228,63,0
118.78642654418945,63,0
119.77741074562073,63,0
120.771555185318,63,0
121.77183270454407,63,0
122.77188777923584,63,0
122.77783155441284,63,0
123.76778101921082,63,0
124.7629988193512,63,0
125.76008820533752,63,0
126.75742650032043,63,0
126.7604022026062,63,0
127.75452780723572,63,0
128.75251007080078,63,0
129.75350856781006,63,0
130.75012135505676,63,0
130.75609827041626,63,0
131.74742913246155,63,0
132.74587392807007,63,0
133.74117803573608,63,0
135.73885869979858,63,0
135.7457389831543,63,0
135.7529947757721,63,0
136.7373013496399,63,0
