Time,HR,RR,HRV
26.71446418762207,65,0
28.1162052154541,65,[897.4609375],0
29.11636757850647,66,[935.546875],0
31.109580516815186,66,[760.7421875],38
32.10812187194824,66,[879.8828125],175
32.113832235336304,66,[824.21875],119
32.11920213699341,66,[824.21875],55
33.10637164115906,66,[833.984375],0
33.11218023300171,67,"[843.75, 824.21875]",9
34.10220241546631,67,[870.1171875],10
35.101831674575806,67,[1036.1328125],27
36.097986936569214,67,[605.46875],166
37.09615993499756,67,[605.46875],0
37.10148215293884,67,[843.75],0
38.08974814414978,65,[1099.609375],238
39.09226417541504,66,[605.46875],0
40.087697982788086,66,[788.0859375],0
42.086583852767944,66,[788.0859375],183
42.09431171417236,66,[916.9921875],0
42.10120511054993,66,[916.9921875],128
43.08196258544922,67,"[732.421875, 916.9921875]",0
44.0759437084198,67,0
45.07291388511658,67,[1026.3671875],0
45.08032965660095,67,[1026.3671875],0
46.073206663131714,67,"[1072.265625, 540.0390625]",0
